,Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units
609,CHEMBL3818449,CO[C@H]1O[C@H](Cn2cc(NC(=O)c3cccc(C(=O)Nc4cn(C[C@H]5O[C@H](OC)[C@H](OCc6ccccc6)[C@H](OCc6ccccc6)[C@@H]5OCc5ccccc5)nn4)c3)nn2)[C@@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,'=',1.5,nM
610,CHEMBL1240800,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccccc4)cc3)c2)cc1,'=',1.5,nM
611,CHEMBL1099219,CCCCCCCCCCCCCCCCCC(=O)c1n[nH]c2c1C(=O)N(c1ccccc1)C2=O,'=',1.56,nM
612,CHEMBL601290,O=C1CN(c2cc(-c3ccc[nH]3)ccc2O)S(=O)(=O)N1,'=',0.08,nM
613,CHEMBL591978,O=C1CN(Cc2ccc(-c3cccc(N4CCc5ccc(F)cc54)c3)cc2)S(=O)(=O)N1,'=',0.13,nM
614,CHEMBL3593819,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OC)cc1,'=',0.203,nM
615,CHEMBL3634684,CCCCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(NS(=O)(=O)Cc3ccccc3)cc2)cc1,'=',1.709,nM
616,CHEMBL3901092,O=C1CC(c2ccc(CC(Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.27,nM
617,CHEMBL326115,NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,'=',0.0024,nM
618,CHEMBL3628484,COC(=O)c1ccc(COc2ccc(/C=C3\C(=O)N(Cc4ccc(C(=O)OC)cc4)C(=O)N3Cc3ccccc3)cc2)cc1,'=',0.96,nM
619,CHEMBL168(7),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',9.5,nM
620,CHEMBL3343062,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',6.1,nM
621,CHEMBL1823759,O=C(/C=C/c1ccccc1F)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',2.49,nM
622,CHEMBL564896,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,'=',9.2,nM
623,CHEMBL400074,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',9.6,nM
624,CHEMBL184041(2),Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,'=',0.41,nM
625,CHEMBL1935616,CC(C)(C)N.CCC(O)/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,'=',6.2,nM
626,CHEMBL3581315,C[C@H]1OC(=O)c2c(O)cc3c(c2[C@H]1O)C[C@H]1[C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2C[C@H](O)[C@]1(C)O3,'=',8.5,nM
627,CHEMBL2087695,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(Br)cc3)cs2)cc1,'=',1.3,nM
628,CHEMBL269166(1),O=P(O)(O)c1cccc(-c2ccc(CC(Cc3ccc(C(F)(F)P(=O)(O)O)cc3)(c3ccccc3)n3nnc4ccccc43)cc2)c1,'=',0.003,nM
629,CHEMBL3310431,CCCCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br,'=',4.9,nM
630,CHEMBL1801440,Cc1ccc(S(=O)(=O)Oc2cc(OCc3ccc(C(F)(F)F)cc3)c(/C=C3\SC(=O)NC3=O)cc2Br)cc1,'=',1.3,nM
631,CHEMBL1240789,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccc(SC(F)(F)F)cc4)cc3)c2)cc1,'=',1.6,nM
632,CHEMBL573496,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.78,nM
633,CHEMBL470029(1),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',3.5,nM
634,CHEMBL168(8),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',7.6,nM
635,CHEMBL169(6),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.1,nM
636,CHEMBL521821,O=c1c(Cc2ccc(-c3ccc(O)c(O)c3)cc2)c(-c2ccc(O)cc2)oc2cc(O)ccc12,'=',7.7,nM
637,CHEMBL494537,O=C(O)c1ccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4ccccc4c3=O)cc2)cc1O,'=',0.9,nM
638,CHEMBL523885,O=c1c(Cc2ccc(-c3ccc(O)c(O)c3)cc2)c(-c2ccc(O)cc2)oc2ccccc12,'=',5.0,nM
639,CHEMBL2063151,CC(C)[C@@H]1CC(=O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1,'=',6.8,nM
640,CHEMBL3634681,COC(=O)CN(c1ccc(CN(c2ccc(N(Cc3ccccc3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,'=',0.49200000000000005,nM
641,CHEMBL3817887,COC(=O)c1ccc(C(C/C=C/c2ccccc2)(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)n2nnc3ccccc32)cc1,'=',0.039,nM
642,CHEMBL1829864,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1cccc2cccnc12,'=',6.2,nM
643,CHEMBL3219588,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(/C=C(C)/C=C(/C)C(=O)OCC(=O)O)cs1,'=',3.01,nM
644,CHEMBL3219584,CCOC(=O)CCCCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)n1,'=',9.66,nM
645,CHEMBL9087,O=C(c1ccccc1)C(C/C=C/c1ccccc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,'=',2.0,nM
646,CHEMBL428651,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Cl)c1)c1ccccc1,'=',0.36,nM
647,CHEMBL3824236,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccccc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,'=',0.355,nM
648,CHEMBL3822923,CCCCOc1ccc(N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1C(=O)OC,'=',4.83,nM
649,CHEMBL204337(1),CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(NS(=O)(=O)O)c1,'=',4.8,nM
650,CHEMBL1935491,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(=C/C)CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',5.6,nM
651,CHEMBL1163827,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(F)cc1,'=',2.9,nM
652,CHEMBL1935498,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(CC)CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',1.3,nM
653,CHEMBL2424683,CC1(C)C=C2C(=NN(c3ccccc3C(F)(F)F)C(N)=C2C#N)CO1,'=',3.8994199999999997,nM
654,CHEMBL364604,CC(C)c1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1,'=',5.597580000000001,nM
655,CHEMBL2424685,CCOc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,'=',3.2,nM
656,CHEMBL3235601,CC1=CC(C)(C)N=C2C[C@@]3(C)CC(=O)C(C(C)C)=CC3=C12,'=',9.97,nM
657,CHEMBL24213(1),O=C(O)COc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1-c1ccccc1,'=',0.1,nM
658,CHEMBL284471(1),COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(-c3ccc(OC)cc3)c2OCC(=O)O)cc1,'=',0.02512,nM
659,CHEMBL25584(1),O=C(O)CCCOc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.16982,nM
660,CHEMBL286007(1),CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,'=',0.7413099999999999,nM
661,CHEMBL1083270,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(C(O)c4ccccc4)oc4ccccc34)cc2)cc1,'=',0.10965,nM
662,CHEMBL429385,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)c1OC,'=',0.07078999999999999,nM
663,CHEMBL284664(1),CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,'=',0.6918300000000001,nM
664,CHEMBL1082937,O=C(O)[C@H](Oc1ccc(-c2ccc(-c3c(Cc4ccc(O)cc4O)sc4ccccc34)cc2)cc1)c1ccccc1,'=',0.12022999999999999,nM
665,CHEMBL3310866,C=CCc1cc(/C=C2\SC(=O)N(CCCC)C2=O)c(OC)cc1O,'=',9.6,nM
666,CHEMBL282306(1),Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.91201,nM
667,CHEMBL280992(1),O=C(O)c1ccc(COc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1,'=',0.36308,nM
668,CHEMBL2424687,N#CC1=C(N)N(c2ccccc2)N=C2COCC=C21,'=',0.34995,nM
669,CHEMBL1082299(1),O=C(O)[C@H](CCc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.2884,nM
670,CHEMBL1232829(2),CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,'=',6.81,nM
671,CHEMBL253269,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.052000000000000005,nM
672,CHEMBL252277,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(Cc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.3,nM
673,CHEMBL1823749,O=C(NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O)c1ccccc1,'=',6.55,nM
674,CHEMBL1823755,O=C(Cc1ccc(Cl)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',7.91,nM
675,CHEMBL1823758,O=C(/C=C/c1ccccc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',8.88,nM
676,CHEMBL1823762,O=C(/C=C/c1ccccc1Cl)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',1.25,nM
677,CHEMBL1823959,O=C(/C=C/c1ccc(Cl)cc1Cl)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',4.22,nM
678,CHEMBL1823960,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,'=',4.71,nM
679,CHEMBL1823964,Cc1ccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)cc1,'=',6.48,nM
680,CHEMBL3310429,C=CCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br,'=',8.1,nM
681,CHEMBL2347643,CC1=C[C@@H]2CC(C)(C)[C@H]1/C=C\c1ccoc12,'=',3.6,nM
682,CHEMBL564699,CC1(C)SCC(CCCCC(=O)Nc2ccc3c(c2)C[C@@H](C(=O)O)OC3)S1,'=',0.1647,nM
683,CHEMBL549297,O=C(CCCC[C@@H]1SCC2NC(=O)NC21)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,'=',2.897,nM
684,CHEMBL557861,CCCCO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,'=',0.3583,nM
685,CHEMBL1095726,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccsc2C(=O)O)[nH]n1,'=',0.41,nM
686,CHEMBL2316895,O=C(O)c1cc2c(CCc3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,'=',8.4,nM
687,CHEMBL2316906,O=C(O)c1cc2c(C#Cc3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,'=',4.5,nM
688,CHEMBL1098845,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccccc2C(=O)OC)[nH]n1,'=',7.49,nM
689,CHEMBL598832,CCc1oc2cc(S(=O)(=O)Nc3nccs3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,'=',3.0,nM
690,CHEMBL598832(1),CCc1oc2cc(S(=O)(=O)Nc3nccs3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,'=',8.0,nM
691,CHEMBL602117,O=S(=O)(O)C(F)(F)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,'=',8.0,nM
692,CHEMBL592245,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1N1CC(=O)NS1(=O)=O,'=',0.14,nM
693,CHEMBL3219333,CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)c2ccc(F)cc2)n1,'=',8.92,nM
694,CHEMBL2436017,CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,'=',9.32,nM
695,CHEMBL1164945,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)c4ccccc4[N+](=O)[O-])CC[C@]23C)C(=O)O1,'=',1.96,nM
696,CHEMBL221760,O=c1oc(/C=C/c2ccc(O)c(O)c2)cc(O)c1-c1cc(O)c(O)cc1/C=C/c1cc2oc(=O)c3cc(O)c(O)cc3c2c(=O)o1,'=',3.0,nM
697,CHEMBL508583,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,'=',1.3,nM
698,CHEMBL168(9),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.7,nM
699,CHEMBL2442947,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,'=',2.4,nM
700,CHEMBL3427137,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(CC)OC1=O,'=',0.8,nM
701,CHEMBL3427125,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COC(C)=O)OC1=O,'=',0.4,nM
702,CHEMBL169(7),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.6,nM
703,CHEMBL3427124,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COS(C)(=O)=O)OC1=O,'=',0.4,nM
704,CHEMBL168(10),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.73,nM
705,CHEMBL3746974,CC(C)=CCC[C@](C)(NC(=O)N[C@@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)[C@H]1CC=C(C)CC1,'=',1.9,nM
706,CHEMBL1935609,C/C=C/C=C(\C)C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',2.03,nM
707,CHEMBL169(8),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',4.0,nM
708,CHEMBL3427128,CCCCCCCCCCCCCCCC(=O)OC1=CC(=O)OC(COCc2ccccc2)C1,'=',8.2,nM
709,CHEMBL1935611,CC(C)(C)N.CCCCCC(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,'=',0.94,nM
710,CHEMBL1935495,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',2.0,nM
711,CHEMBL1923782,CC1(C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C[C@@H]2C1=CC[C@H]1[C@]3(C)C[C@H]4O[C@H](C(C)(C)O)CC(=O)[C@](C)(O)[C@@H]4[C@@]3(C)CC(=O)[C@]12C,'=',2.81,nM
712,CHEMBL392379,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccc4ccccc34)C2=O)cc1,'=',5.5,nM
713,CHEMBL601281,CC(C)OC(=O)c1c(-c2cccc(-c3ccccc3)c2)csc1NC(=O)c1ccccc1C(=O)O,'=',8.7,nM
714,CHEMBL599646,CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)c1ccccc1C(=O)O,'=',3.2,nM
715,CHEMBL8758(2),O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1,'=',0.12,nM
716,CHEMBL561967,CC(C)=CCc1c(O)ccc2c1OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,'=',4.2,nM
717,CHEMBL3982631,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C[C@@]2(C)CC[C@H]3C2=C[C@H](C(C)(C)O)CC[C@H]3C)c1O,'=',4.3,nM
718,CHEMBL169(9),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.6,nM
719,CHEMBL168(11),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.3,nM
720,CHEMBL199479,COc1ccc(C(=O)c2ccc3c(-c4ccc(O[C@@H](Cc5ccccc5)C(=O)O)cc4)nocc2-3)cc1,'=',7.82,nM
721,CHEMBL370584,COc1ccc(CC(=O)c2ccc3c(-c4ccc(OCC(=O)O)cc4)nocc2-3)cc1,'=',5.63,nM
722,CHEMBL1938817,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(F)c(C(F)(F)P(=O)(O)O)c2)cc1,'=',0.141,nM
723,CHEMBL24606(1),Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',1.07152,nM
724,CHEMBL187610(2),O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.05754,nM
725,CHEMBL2262828,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.15,nM
726,CHEMBL2262830,COc1cc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc(OC)c1,'=',0.63,nM
727,CHEMBL2262829(1),COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC,'=',0.82,nM
728,CHEMBL2262837,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1OC,'=',0.66,nM
729,CHEMBL2262834,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1,'=',0.52,nM
730,CHEMBL2263112,CC1(C)CC[C@]2(CC(=O)NC(Cc3cccc(Cl)c3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.51,nM
731,CHEMBL2262838,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.59,nM
732,CHEMBL2263119,CC1(C)CC[C@]2(C(=O)OCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.78,nM
733,CHEMBL472896(1),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.61,nM
734,CHEMBL2263115,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc([N+](=O)[O-])cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.45,nM
735,CHEMBL2263116,CC1(C)CC[C@]2(C(=O)OCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.1,nM
736,CHEMBL404319,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(Cc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.25,nM
737,CHEMBL251431,O=C(O)c1cc2oc3c(Oc4ccc(-c5ccc(OS(=O)(=O)O)c(O)c5)cc4O)cc(O)cc3c2cc1O,'=',1.7,nM
738,CHEMBL504397(1),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.5799900000000004,nM
739,CHEMBL446073(1),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',5.97,nM
740,CHEMBL2262833(1),COc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,'=',0.53,nM
741,CHEMBL2263108,CC1(C)CC[C@]2(CC(=O)NC(Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.62,nM
742,CHEMBL504397(2),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.58,nM
743,CHEMBL2263119(1),CC1(C)CC[C@]2(C(=O)OCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.78,nM
744,CHEMBL510912(1),CC1(C)CC[C@]2(C(=O)NCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',8.1,nM
745,CHEMBL2011702,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc4ccccc4c3)S/C2=N\c2ccc(C(F)(F)F)cc2)cc1,'=',2.4,nM
746,CHEMBL403908,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(-c4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.1,nM
747,CHEMBL253477,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](CCCOc3cccc(S(C)(=O)=O)c3)N2)ccc1C1CC(=O)NS1(=O)=O,'=',0.16,nM
748,CHEMBL3220069,CC(=O)Nc1ccc(CNC(=O)NCc2ccccc2)cc1,'=',9.39,nM
749,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)C(=O)NCCCCCOc1cc2ccccc2cc1C(=O)O,'=',0.022000000000000002,nM
750,CHEMBL259628,N#Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,'=',0.12,nM
751,CHEMBL2087699,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(NS(=O)(=O)O)c1,'=',4.8,nM
