,Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units
918,CHEMBL25395,COc1cc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc(OC)c1OC,'=',0.1,nM
919,CHEMBL1086499(1),CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,'=',0.16982,nM
920,CHEMBL1085070(1),CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O[C@@H](C(=O)O)c3ccccc3)cc2)cc1,'=',0.10965,nM
921,CHEMBL190535(1),COc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)c(OC)c1,'=',0.08511,nM
922,CHEMBL1084830(1),C[C@@H](Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1)C(=O)O,'=',1.31826,nM
923,CHEMBL564439,CCO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,'=',0.113,nM
924,CHEMBL508583(1),CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,'=',1.0,nM
925,CHEMBL168(15),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.536,nM
926,CHEMBL476666,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc4ccccc4c3)S/C2=N\c2ccccc2)cc1,'=',1.9,nM
927,CHEMBL494111,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,'=',8.1,nM
928,CHEMBL436933(1),O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.067,nM
929,CHEMBL605283,O=S(=O)(Nc1ccc(Oc2ccc(Oc3ccc(NS(=O)(=O)C(F)(F)F)cc3)cc2)cc1)C(F)(F)F,'=',2.5,nM
930,CHEMBL591978(1),O=C1CN(Cc2ccc(-c3cccc(N4CCc5ccc(F)cc54)c3)cc2)S(=O)(=O)N1,'=',0.13,nM
931,CHEMBL590689,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=N[C@H](CCOc3ccccc3S(C)(=O)=O)CN2)ccc1C1CC(=O)NS1(=O)=O,'=',0.023,nM
932,CHEMBL248291,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)NS1(=O)=O,'=',0.032,nM
933,CHEMBL193233(1),COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,'=',2.5,nM
934,CHEMBL590480,CCC(CC)c1ccc(N(Cc2cccc(-c3ccc(COc4ccc(C[C@H](NC(C)=O)C(=O)O)cc4)cc3)c2)C(C)C)cc1,'=',0.016,nM
935,CHEMBL590235,COC(CC(C)C)c1ccc2ccc(-c3ccc(C(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)c(P(=O)(O)O)c2n1,'=',0.005,nM
936,CHEMBL426373(10),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.5,nM
937,CHEMBL567069,O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3Cl)cc2)SC(=S)N1CCS(=O)(=O)O,'=',0.59,nM
938,CHEMBL565810,O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)SC(=S)N1CCS(=O)(=O)O,'=',1.8,nM
939,CHEMBL374829,Oc1c(O)c(Br)c(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c1Br,'=',0.68,nM
940,CHEMBL1631844,CC1(C)CC[C@]2(COC(=O)c3ccccc3C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',3.12,nM
941,CHEMBL517216,CC1=CCC[C@H]2[C@@H](C)[C@@](C)(CC3=C(O)C(=O)C=C(NCCS(=O)(=O)O)C3=O)CC[C@]12C,'=',6.7,nM
942,CHEMBL193233(2),COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,'=',2.5,nM
943,CHEMBL184041(5),Cc1cc(-c2c3ccccc3c(Br)c3sc(C)c(C)c23)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,'=',1.6,nM
944,CHEMBL1765347,CCCCCNC(=O)[C@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1,'=',0.04,nM
945,CHEMBL259628(1),N#Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,'=',0.12,nM
946,CHEMBL61044,COC(=O)C(Cc1ccccc1)Oc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,'=',2.54,nM
947,CHEMBL492413,COc1cc([C@@H]2O[C@H](CNC(=O)c3ccccc3C(=O)O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(OC)c2ccccc12,'=',0.77,nM
948,CHEMBL447660,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3cccc(Cl)c3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.51,nM
949,CHEMBL449659,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.57,nM
950,CHEMBL486382,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',5.05,nM
951,CHEMBL503860,COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3C(=O)O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,'=',2.44,nM
952,CHEMBL501267,CC1(C)CC[C@]2(CCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.72,nM
953,CHEMBL1778914,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cccc(N)c1,'=',6.8,nM
954,CHEMBL1778931,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1O,'=',6.9,nM
955,CHEMBL1778930,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(O)c(CC=C(C)C)c1,'=',4.4,nM
956,CHEMBL58762,O=C1C=C(c2cc(F)ccc2F)c2ccccc2C1=O,'=',0.5,nM
957,CHEMBL1778910,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OC(=O)c2ccc(C(C)(C)C)cc2)cc1,'=',2.4,nM
958,CHEMBL1779052,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1OC,'=',1.9,nM
959,CHEMBL259051,N#CCc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,'=',0.09,nM
960,CHEMBL443950,CC1(C)CC[C@]2(CCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.59,nM
961,CHEMBL570475,CC(C)=CCc1c(O)cc(C(=O)[C@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4O)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2O)cc1O,'=',2.7,nM
962,CHEMBL253268,CC1(C)CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,'=',0.93,nM
963,CHEMBL1923781,CC1(C)C[C@]2(O)O[C@@H]3C[C@@]4(C)[C@@H]5CC=C6[C@@H](C=C(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(=O)C6(C)C)[C@]5(C)C(=O)C[C@]4(C)[C@H]3[C@@](C)(O)[C@]2(O)O1,'=',8.63,nM
964,CHEMBL403935,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)c2ncc(CCCOc3cccc(O)c3C(=O)O)[nH]2)ccc1C1CC(=O)NS1(=O)=O,'=',0.12,nM
965,CHEMBL253501,COC(=O)c1c(O)cccc1OCCCc1cnc(C(Cc2ccc(C3CC(=O)NS3(=O)=O)c(C)c2)NS(=O)(=O)c2cccc(F)c2)[nH]1,'=',0.35,nM
966,CHEMBL403116,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@@H](c4ccccc4)N3)cc2)S(=O)(=O)N1,'=',0.66,nM
967,CHEMBL236216,O=C(O)COc1c(O)cc(-c2cccc(C(F)(F)F)c2)cc1OCc1ccccc1,'=',2.2,nM
968,CHEMBL1631839,CC1(C)CC[C@]2(COC(=O)CC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.11,nM
969,CHEMBL1779054,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2O)ccc1OC,'=',2.6,nM
970,CHEMBL505512,CO[C@H]([C@H](O)CC(=O)[C@@H](C)[C@@H](O)CC[C@@H](C)[C@@H]1O[C@@]2(CC[C@@H]1C)CC[C@@H](C)[C@H](CC[C@H](C)C(C)=O)O2)[C@H](OC(=O)C[C@@H](O)C1=C(C)C(=O)OC1=O)C(C)C,'=',0.00067,nM
971,CHEMBL8660(1),O=C(O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)c2ccccc2)c2ccccc2)cc1,'=',0.8,nM
972,CHEMBL169(10),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.6,nM
973,CHEMBL274743,COC(=O)c1c(O)cccc1OCCCCc1cnc(C(Cc2ccc(C3CC(=O)NS3(=O)=O)c(C)c2)NS(=O)(=O)c2cccc(F)c2)[nH]1,'=',0.16,nM
974,CHEMBL403680,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,'=',0.17,nM
975,CHEMBL403577,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](CCc4ccccc4)N3)cc2)S(=O)(=O)N1,'=',0.13,nM
976,CHEMBL1667957,O=C(O)[C@H](Cc1ccccc1)n1cc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1,'=',5.1,nM
977,CHEMBL316683(1),Nc1nc(N)c2nc(CN3CCN(Cc4cccc5ccccc45)CC3)nnc2n1,'=',4.5,nM
978,CHEMBL474021,O=C(c1ccc(O)cc1)c1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,'=',1.08,nM
979,CHEMBL1946247,O=P(O)(O)[C@H](Nc1ccc(O)cc1)c1ccccc1O,'=',6.64,nM
980,CHEMBL1242458,Cc1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,'=',0.515,nM
981,CHEMBL323571,CCCCCCCCCCCCCCCCOc1ccc(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)cc1[N+](=O)[O-],'=',0.35,nM
982,CHEMBL273474,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccc3ccccc3n2)n2nnc3ccccc32)cc1,'=',0.02,nM
983,CHEMBL3098853,COc1ccc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCCc1ccccc1,'=',1.7,nM
984,CHEMBL198496,O=C(O)COc1c(F)cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1F,'=',1.0,nM
985,CHEMBL198220,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(NC(=O)c3ccccc3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,'=',0.63,nM
986,CHEMBL371929(1),O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)c(Br)c2)cc1,'=',0.035,nM
987,CHEMBL206827,CC(C)C1=C(Sc2ccc(F)cc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,'=',4.55,nM
988,CHEMBL383509,CC(C)C1=C(Sc2ccc(F)cc2)c2ccccc2C(=O)C1=O,'=',7.22,nM
989,CHEMBL2373418,CC(C)CC(=O)OC[C@H]1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CC[C@@H]1C3,'=',7.1,nM
990,CHEMBL366281(2),O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,'=',0.05623,nM
991,CHEMBL1086229(1),Cc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,'=',0.07413,nM
992,CHEMBL1086230,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1C1CCCC1,'=',0.054950000000000006,nM
993,CHEMBL361084,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,'=',2.9,nM
994,CHEMBL286007(2),CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,'=',0.74,nM
995,CHEMBL201662,COc1ccc(C(=O)c2ccc3c(-c4ccc(OCC(=O)O)cc4)nocc2-3)cc1,'=',0.8,nM
996,CHEMBL205997,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(C(=O)O)c1,'=',2.5,nM
997,CHEMBL1935617,CC(C)(C)N.CCOC/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,'=',3.8,nM
998,CHEMBL1935614,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/C1CC1)[C@H](C(=O)O)C2,'=',1.05,nM
999,CHEMBL493122,O=C(O)c1cccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4cc(O)ccc4c3=O)cc2)c1,'=',6.2,nM
1000,CHEMBL259456,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(C(=O)O)c2)cc1,'=',4.4,nM
1001,CHEMBL456025(1),c1ccc2c(c1)ccc1oc(-c3ccc(OCCN4CCCC4)cc3)nc12,'=',5.7,nM
1002,CHEMBL403094,O=C1C[C@]2(O)c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@@H]32,'=',3.5,nM
1003,CHEMBL465069,COc1cc(O)c2c3c1-c1c(O)cccc1[C@@H]1Oc4ccccc4[C@@H](CC2=O)[C@@H]31,'=',7.6,nM
1004,CHEMBL1631840,CC1(C)CC[C@]2(COC(=O)CCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.61,nM
1005,CHEMBL430266(2),COC[C@@H]([C@H](O)[C@H](O)C(=O)NCC[C@H](C)c1nc(/C=C/C[C@@H]2O[C@]3(C[C@@H](O)[C@@H]2C)O[C@H]([C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\C#N)OC)[C@H](OP(=O)(O)O)C3(C)C)co1)N(C)C,'=',0.0012,nM
1006,CHEMBL169(11),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',3.6,nM
1007,CHEMBL235596,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccc(OCc4ccccc4)c3)C2=O)cc1,'=',1.1,nM
1008,CHEMBL235804,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc4ccccc4c3)C2=O)cc1,'=',6.5,nM
1009,CHEMBL208488,CC(=O)Nc1ccc(SC2=C(C(C)C)C(=O)C(=O)c3c2ccc2c3CCCC2(C)C)cc1,'=',9.05,nM
1010,CHEMBL426373(11),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.1,nM
1011,CHEMBL1164300,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc([N+](=O)[O-])cc1,'=',6.1,nM
1012,CHEMBL1163709,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccco1,'=',7.7,nM
1013,CHEMBL260914,NC(=O)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,'=',0.25,nM
1014,CHEMBL395386,N#Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O,'=',0.4,nM
1015,CHEMBL396583,O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4cc(Cl)ccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.41,nM
1016,CHEMBL246870,O=C1CC(c2ccc(C[C@H](Nc3nc4c(Br)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',1.1,nM
1017,CHEMBL246452,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Cl)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.97,nM
1018,CHEMBL268903(1),COC(=O)c1ccc(C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)n2nnc3ccccc32)cc1,'=',0.084,nM
1019,CHEMBL266753(8),COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,'=',0.2,nM
1020,CHEMBL400572,O=C(c1ccccc1)C(c1ccccc1)c1ccc(C(F)(F)P(=O)(O)O)cc1,'=',1.2,nM
1021,CHEMBL601290(1),O=C1CN(c2cc(-c3ccc[nH]3)ccc2O)S(=O)(=O)N1,'=',0.08,nM
1022,CHEMBL9321(1),O=P(O)(O)C(F)(F)c1ccc(CC(CCCc2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,'=',0.046,nM
1023,CHEMBL198882(1),O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,'=',0.07400000000000001,nM
1024,CHEMBL407722,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(Br)c2)cc1,'=',4.1,nM
1025,CHEMBL426373(12),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.5,nM
1026,CHEMBL1242552,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc([N+](=O)[O-])cc4)n3)cc12,'=',0.201,nM
1027,CHEMBL1242643,CC1CN(c2ccc(-c3nc(-c4ccc5oc6c(C(=O)O)cccc6c5c4)cs3)cc2)CC(C)O1,'=',0.187,nM
1028,CHEMBL1242827,O=C(O)/C=C/c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,'=',0.62,nM
1029,CHEMBL408382,Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,'=',0.33,nM
1030,CHEMBL261362,O=C(Nc1cccc(F)c1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,'=',0.027000000000000003,nM
1031,CHEMBL324232(1),O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3oc4ccccc4c23)cc1Br,'=',0.083,nM
1032,CHEMBL599257,CCOC(=O)c1c(-c2ccc(-c3cccc(OC)c3)cc2)csc1NC(=O)c1ccccc1C(=O)O,'=',4.8,nM
1033,CHEMBL538903(1),O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2[N+](=O)[O-])cc1O,'=',0.028999999999999998,nM
1034,CHEMBL370307(1),COc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)cc1OC,'=',0.12022999999999999,nM
1035,CHEMBL1165682,CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,'=',4.7,nM
1036,CHEMBL365490(2),O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.32359,nM
1037,CHEMBL168(17),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',4.2,nM
1038,CHEMBL260442,N#Cc1ccc2cc(C(F)(F)P(=O)(O)O)c(Br)cc2c1,'=',0.31,nM
1039,CHEMBL248490,O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.48,nM
1040,CHEMBL246660,N#Cc1ccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc2c1,'=',1.1,nM
1041,CHEMBL394382,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Br)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.62,nM
1042,CHEMBL245831,O=C1CC(c2ccc(C[C@H](Nc3nc4c(C(F)(F)F)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.74,nM
1043,CHEMBL1650889,COc1ccc(-c2oc3cc(O)c(C(=O)O)cc3c2-c2cn(CCCC(=O)Nc3cccc4ccccc34)nn2)cc1,'=',0.19,nM
1044,CHEMBL245425,O=C1CC(c2ccc(C[C@H](Nc3nc4ccc(C(F)(F)F)cc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',0.33,nM
1045,CHEMBL246659,COc1ccc2nc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)sc2c1,'=',0.35,nM
1046,CHEMBL246454,O=C1CC(c2ccc(C[C@H](Nc3nc4c(Cl)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,'=',2.4,nM
1047,CHEMBL188928(2),O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,'=',0.34674,nM
1048,CHEMBL235595(1),O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(OCc4ccccc4)cc3)C2=O)cc1,'=',1.6,nM
1049,CHEMBL1082297(1),COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2O[C@H](Cc2ccccc2)C(=O)O)cc1,'=',0.05248,nM
1050,CHEMBL1778909,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OC(=O)c2ccc(Br)cc2)cc1,'=',2.3,nM
1051,CHEMBL1778918,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cc2c(cc1N(C)C)OCO2,'=',6.3,nM
1052,CHEMBL602231,CCOC(=O)c1c(-c2ccc(-c3ccc(F)c(Cl)c3)cc2)csc1NC(=O)c1ccccc1C(=O)O,'=',2.1,nM
1053,CHEMBL1778921,C=CCN(CC=C)c1cccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)c1,'=',4.5,nM
1054,CHEMBL1778928,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1,'=',3.4,nM
1055,CHEMBL1778919,C=CCN(CC=C)c1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,'=',3.4,nM
1056,CHEMBL1935620,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/c1cccs1)[C@H](C(=O)O)C2,'=',1.05,nM
1057,CHEMBL1935618,CC(C)(C)N.CCO/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,'=',2.55,nM
1058,CHEMBL1935608,CC(C)(C)N.CC(C)=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,'=',0.95,nM
1059,CHEMBL1935497,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CC(C)(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',1.95,nM
1060,CHEMBL25486,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,'=',0.044000000000000004,nM
1061,CHEMBL1086227,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)ccc2O[C@@H](Cc2ccccc2)C(=O)O)cc1,'=',0.043,nM
1062,CHEMBL2207336,O=C1N=C(NCc2cccc(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)c2)S/C1=C\c1ccc(O)cc1,'=',9.1,nM
1063,CHEMBL2207335,O=C1N=C(NCC2CCCC(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)C2)S/C1=C\c1ccc(O)cc1,'=',9.0,nM
1064,CHEMBL3628481,COC(=O)CN1C(=O)/C(=C\c2ccc(OCc3ccc(C(=O)OC)cc3)cc2)N(Cc2ccccc2)C1=O,'=',6.8,nM
1065,CHEMBL2208255,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(C)cc32)o1,'=',5.7,nM
